state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price,commodity_ml,commodity_ta,commodity_te,commodity_kn,commodity_hi
Gujarat,Surat,S.Mandvi,Tomato,Other,04/03/2019,670,2105,1387.0,Tomato,Tomato,Tomato,Tomato,Tomato
Gujarat,Surat,Vyra,Bitter gourd,Bitter Gourd,04/03/2019,4800,5250,5025.0,Bitter gourd,Bitter gourd,Bitter gourd,Bitter gourd,Bitter gourd
Gujarat,Surat,Vyra,Bottle gourd,Other,04/03/2019,800,1300,1050.0,Bottle gourd,Bottle gourd,Bottle gourd,Bottle gourd,Bottle gourd
Gujarat,Surat,Vyra,Brinjal,Brinjal,04/03/2019,500,800,650.0,Brinjal,Brinjal,Brinjal,Brinjal,Brinjal
Gujarat,Surat,Vyra,Cabbage,Other,04/03/2019,800,1100,950.0,Cabbage,Cabbage,Cabbage,Cabbage,Cabbage
Gujarat,Surat,Vyra,Cauliflower,Other,04/03/2019,2000,2500,2250.0,Cauliflower,Cauliflower,Cauliflower,Cauliflower,Cauliflower
Gujarat,Surat,Vyra,Cucumbar(Kheera),Other,04/03/2019,2250,2750,2500.0,Cucumbar(Kheera),Cucumbar(Kheera),Cucumbar(Kheera),Cucumbar(Kheera),Cucumbar(Kheera)
Gujarat,Surat,Vyra,Gram Raw(Chholia),Other,04/03/2019,1750,2250,2000.0,Gram Raw(Chholia),Gram Raw(Chholia),Gram Raw(Chholia),Gram Raw(Chholia),Gram Raw(Chholia)
Gujarat,Surat,Vyra,Guar,Other,04/03/2019,4500,6000,5200.0,Guar,Guar,Guar,Guar,Guar
Gujarat,Surat,Vyra,Little gourd (Kundru),Other,04/03/2019,3250,3500,3350.0,Little gourd (Kundru),Little gourd (Kundru),Little gourd (Kundru),Little gourd (Kundru),Little gourd (Kundru)
Gujarat,Surat,Vyra,Paddy(Dhan)(Common),Sabnam,04/03/2019,1665,1730,1697.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Gujarat,Surat,Vyra,Pegeon Pea (Arhar Fali),Other,04/03/2019,2750,3000,2850.0,Pegeon Pea (Arhar Fali),Pegeon Pea (Arhar Fali),Pegeon Pea (Arhar Fali),Pegeon Pea (Arhar Fali),Pegeon Pea (Arhar Fali)
Gujarat,Surat,Vyra,Ridgeguard(Tori),Other,04/03/2019,2500,3000,2750.0,Ridgeguard(Tori),Ridgeguard(Tori),Ridgeguard(Tori),Ridgeguard(Tori),Ridgeguard(Tori)
Gujarat,Surat,Vyra,Round gourd,Other,04/03/2019,1300,1500,1400.0,Round gourd,Round gourd,Round gourd,Round gourd,Round gourd
Gujarat,Surat,Vyra,Tomato,Other,04/03/2019,1100,1500,1300.0,Tomato,Tomato,Tomato,Tomato,Tomato
Gujarat,Vadodara(Baroda),Bodeli,Cotton,Shanker 6 (B) 30mm FIne,04/03/2019,5301,5520,5400.0,Cotton,Cotton,Cotton,Cotton,Cotton
Gujarat,Vadodara(Baroda),Bodeli(Hadod),Cotton,Shanker 6 (B) 30mm FIne,04/03/2019,5301,5514,5400.0,Cotton,Cotton,Cotton,Cotton,Cotton
Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Cotton,Shanker 6 (B) 30mm FIne,04/03/2019,5301,5517,5400.0,Cotton,Cotton,Cotton,Cotton,Cotton
Gujarat,Vadodara(Baroda),Bodeli(Modasar),Cotton,Shanker 6 (B) 30mm FIne,04/03/2019,5301,5519,5400.0,Cotton,Cotton,Cotton,Cotton,Cotton
Gujarat,Vadodara(Baroda),Padra,Bhindi(Ladies Finger),Other,04/03/2019,3500,4000,3800.0,Bhindi(Ladies Finger),Bhindi(Ladies Finger),Bhindi(Ladies Finger),Bhindi(Ladies Finger),Bhindi(Ladies Finger)
Gujarat,Vadodara(Baroda),Padra,Bitter gourd,Other,04/03/2019,3500,4000,3800.0,Bitter gourd,Bitter gourd,Bitter gourd,Bitter gourd,Bitter gourd
Gujarat,Vadodara(Baroda),Padra,Bottle gourd,Other,04/03/2019,1500,2000,1750.0,Bottle gourd,Bottle gourd,Bottle gourd,Bottle gourd,Bottle gourd
Gujarat,Vadodara(Baroda),Padra,Brinjal,Other,04/03/2019,400,1000,750.0,Brinjal,Brinjal,Brinjal,Brinjal,Brinjal
Gujarat,Vadodara(Baroda),Padra,Carrot,Other,04/03/2019,750,1000,850.0,Carrot,Carrot,Carrot,Carrot,Carrot
Gujarat,Vadodara(Baroda),Padra,Cauliflower,Other,04/03/2019,1000,1300,1250.0,Cauliflower,Cauliflower,Cauliflower,Cauliflower,Cauliflower
Gujarat,Vadodara(Baroda),Padra,Coriander(Leaves),Other,04/03/2019,2500,3500,3000.0,Coriander(Leaves),Coriander(Leaves),Coriander(Leaves),Coriander(Leaves),Coriander(Leaves)
Gujarat,Vadodara(Baroda),Padra,Cowpea(Veg),Other,04/03/2019,3000,3500,3300.0,Cowpea(Veg),Cowpea(Veg),Cowpea(Veg),Cowpea(Veg),Cowpea(Veg)
Gujarat,Vadodara(Baroda),Padra,Cucumbar(Kheera),Other,04/03/2019,1250,2500,1750.0,Cucumbar(Kheera),Cucumbar(Kheera),Cucumbar(Kheera),Cucumbar(Kheera),Cucumbar(Kheera)
Gujarat,Vadodara(Baroda),Padra,Drumstick,Other,04/03/2019,1250,1750,1400.0,Drumstick,Drumstick,Drumstick,Drumstick,Drumstick
Gujarat,Vadodara(Baroda),Padra,Elephant Yam (Suran),Other,04/03/2019,1500,1750,1650.0,Elephant Yam (Suran),Elephant Yam (Suran),Elephant Yam (Suran),Elephant Yam (Suran),Elephant Yam (Suran)
Gujarat,Vadodara(Baroda),Padra,Ginger(Green),Other,04/03/2019,6000,6500,6300.0,Ginger(Green),Ginger(Green),Ginger(Green),Ginger(Green),Ginger(Green)
Gujarat,Vadodara(Baroda),Padra,Green Chilli,Green Chilly,04/03/2019,2750,3500,3000.0,Green Chilli,Green Chilli,Green Chilli,Green Chilli,Green Chilli
Gujarat,Vadodara(Baroda),Padra,Indian Beans (Seam),Other,04/03/2019,2000,2250,2100.0,Indian Beans (Seam),Indian Beans (Seam),Indian Beans (Seam),Indian Beans (Seam),Indian Beans (Seam)
Gujarat,Vadodara(Baroda),Padra,Leafy Vegetable,Leafy Vegetables,04/03/2019,500,1000,750.0,Leafy Vegetable,Leafy Vegetable,Leafy Vegetable,Leafy Vegetable,Leafy Vegetable
Gujarat,Vadodara(Baroda),Padra,Lemon,Other,04/03/2019,3500,5000,4150.0,Lemon,Lemon,Lemon,Lemon,Lemon
Gujarat,Vadodara(Baroda),Padra,Methi(Leaves),Other,04/03/2019,700,1000,850.0,Methi(Leaves),Methi(Leaves),Methi(Leaves),Methi(Leaves),Methi(Leaves)
Gujarat,Vadodara(Baroda),Padra,Mint(Pudina),Other,04/03/2019,1000,1500,1300.0,Mint(Pudina),Mint(Pudina),Mint(Pudina),Mint(Pudina),Mint(Pudina)
Gujarat,Vadodara(Baroda),Padra,Onion,Other,04/03/2019,500,700,600.0,Onion,Onion,Onion,Onion,Onion
Gujarat,Vadodara(Baroda),Padra,Papaya (Raw),Other,04/03/2019,700,1000,850.0,Papaya (Raw),Papaya (Raw),Papaya (Raw),Papaya (Raw),Papaya (Raw)
Gujarat,Vadodara(Baroda),Padra,Peas cod,Other,04/03/2019,1500,1750,1600.0,Peas cod,Peas cod,Peas cod,Peas cod,Peas cod
Gujarat,Vadodara(Baroda),Padra,Pegeon Pea (Arhar Fali),Other,04/03/2019,2500,3500,3000.0,Pegeon Pea (Arhar Fali),Pegeon Pea (Arhar Fali),Pegeon Pea (Arhar Fali),Pegeon Pea (Arhar Fali),Pegeon Pea (Arhar Fali)
Gujarat,Vadodara(Baroda),Padra,Potato,Other,04/03/2019,600,750,700.0,Potato,Potato,Potato,Potato,Potato
Gujarat,Vadodara(Baroda),Padra,Pumpkin,Other,04/03/2019,500,2000,950.0,Pumpkin,Pumpkin,Pumpkin,Pumpkin,Pumpkin
Gujarat,Vadodara(Baroda),Padra,Raddish,Other,04/03/2019,800,1000,850.0,Raddish,Raddish,Raddish,Raddish,Raddish
Gujarat,Vadodara(Baroda),Padra,Spinach,Other,04/03/2019,450,500,475.0,Spinach,Spinach,Spinach,Spinach,Spinach
Gujarat,Vadodara(Baroda),Padra,Sponge gourd,Other,04/03/2019,1750,2250,1950.0,Sponge gourd,Sponge gourd,Sponge gourd,Sponge gourd,Sponge gourd
Gujarat,Vadodara(Baroda),Padra,Surat Beans (Papadi),Other,04/03/2019,2000,3000,2500.0,Surat Beans (Papadi),Surat Beans (Papadi),Surat Beans (Papadi),Surat Beans (Papadi),Surat Beans (Papadi)
Gujarat,Vadodara(Baroda),Padra,Sweet Potato,Other,04/03/2019,1500,2000,1700.0,Sweet Potato,Sweet Potato,Sweet Potato,Sweet Potato,Sweet Potato
Gujarat,Vadodara(Baroda),Padra,Tomato,Other,04/03/2019,1200,1500,1350.0,Tomato,Tomato,Tomato,Tomato,Tomato
Gujarat,Valsad,Chikli(Khorgam),Bitter gourd,Other,04/03/2019,5500,6250,5875.0,Bitter gourd,Bitter gourd,Bitter gourd,Bitter gourd,Bitter gourd
Gujarat,Valsad,Chikli(Khorgam),Bottle gourd,Other,04/03/2019,1250,1500,1375.0,Bottle gourd,Bottle gourd,Bottle gourd,Bottle gourd,Bottle gourd
Gujarat,Valsad,Chikli(Khorgam),Pointed gourd (Parval),Other,04/03/2019,5000,5500,5250.0,Pointed gourd (Parval),Pointed gourd (Parval),Pointed gourd (Parval),Pointed gourd (Parval),Pointed gourd (Parval)
Gujarat,Valsad,Chikli(Khorgam),Tinda,Other,04/03/2019,2750,3000,2875.0,Tinda,Tinda,Tinda,Tinda,Tinda
Haryana,Ambala,Shahzadpur,Banana,Other,04/03/2019,3000,3000,3000.0,Banana,Banana,Banana,Banana,Banana
Haryana,Ambala,Shahzadpur,Ber(Zizyphus/Borehannu),Ber(Zizyphus),04/03/2019,2000,4000,3000.0,Ber(Zizyphus/Borehannu),Ber(Zizyphus/Borehannu),Ber(Zizyphus/Borehannu),Ber(Zizyphus/Borehannu),Ber(Zizyphus/Borehannu)
Haryana,Ambala,Shahzadpur,Carrot,Carrot,04/03/2019,700,700,700.0,Carrot,Carrot,Carrot,Carrot,Carrot
Haryana,Ambala,Shahzadpur,Coriander(Leaves),Coriander,04/03/2019,1000,1805,1805.0,Coriander(Leaves),Coriander(Leaves),Coriander(Leaves),Coriander(Leaves),Coriander(Leaves)
Haryana,Ambala,Shahzadpur,Garlic,Desi,04/03/2019,3000,3000,3000.0,Garlic,Garlic,Garlic,Garlic,Garlic
Haryana,Ambala,Shahzadpur,Ginger(Green),Green Ginger,04/03/2019,8000,8000,8000.0,Ginger(Green),Ginger(Green),Ginger(Green),Ginger(Green),Ginger(Green)
Haryana,Ambala,Shahzadpur,Grapes,Green,04/03/2019,4000,4000,4000.0,Grapes,Grapes,Grapes,Grapes,Grapes
Haryana,Ambala,Shahzadpur,Green Chilli,Green Chilly,04/03/2019,4500,5200,5000.0,Green Chilli,Green Chilli,Green Chilli,Green Chilli,Green Chilli
Haryana,Ambala,Shahzadpur,Kinnow,Other,04/03/2019,1200,2000,1500.0,Kinnow,Kinnow,Kinnow,Kinnow,Kinnow
Haryana,Ambala,Shahzadpur,Leafy Vegetable,Leafy Vegetables,04/03/2019,1000,1000,1000.0,Leafy Vegetable,Leafy Vegetable,Leafy Vegetable,Leafy Vegetable,Leafy Vegetable
Haryana,Ambala,Shahzadpur,Methi(Leaves),Methi,04/03/2019,1200,1500,1410.0,Methi(Leaves),Methi(Leaves),Methi(Leaves),Methi(Leaves),Methi(Leaves)
Haryana,Ambala,Shahzadpur,Peas Wet,Peas Wet,04/03/2019,1000,1400,1200.0,Peas Wet,Peas Wet,Peas Wet,Peas Wet,Peas Wet
Haryana,Ambala,Shahzadpur,Potato,Local,04/03/2019,325,350,325.0,Potato,Potato,Potato,Potato,Potato
Haryana,Ambala,Shahzadpur,Raddish,Raddish,04/03/2019,500,600,600.0,Raddish,Raddish,Raddish,Raddish,Raddish
Haryana,Ambala,Shahzadpur,Spinach,Spinach,04/03/2019,600,715,715.0,Spinach,Spinach,Spinach,Spinach,Spinach
Haryana,Faridabad,Faridabad,Apple,Other,04/03/2019,4000,6000,5000.0,Apple,Apple,Apple,Apple,Apple
Haryana,Faridabad,Faridabad,Cabbage,Other,04/03/2019,400,500,450.0,Cabbage,Cabbage,Cabbage,Cabbage,Cabbage
Haryana,Faridabad,Faridabad,Carrot,Other,04/03/2019,400,500,450.0,Carrot,Carrot,Carrot,Carrot,Carrot
Haryana,Faridabad,Faridabad,Cauliflower,Cauliflower,04/03/2019,1500,2500,2000.0,Cauliflower,Cauliflower,Cauliflower,Cauliflower,Cauliflower
Haryana,Faridabad,Faridabad,Grapes,Other,04/03/2019,3000,5000,4000.0,Grapes,Grapes,Grapes,Grapes,Grapes
Haryana,Faridabad,Faridabad,Green Chilli,Other,04/03/2019,2800,3000,2900.0,Green Chilli,Green Chilli,Green Chilli,Green Chilli,Green Chilli
Haryana,Faridabad,Faridabad,Kinnow,Kinnow,04/03/2019,1000,1500,1250.0,Kinnow,Kinnow,Kinnow,Kinnow,Kinnow
Haryana,Faridabad,Faridabad,Orange,Other,04/03/2019,1500,2500,2000.0,Orange,Orange,Orange,Orange,Orange
Haryana,Faridabad,Faridabad,Peas Wet,Other,04/03/2019,800,1000,900.0,Peas Wet,Peas Wet,Peas Wet,Peas Wet,Peas Wet
Haryana,Faridabad,Faridabad,Pomegranate,Other,04/03/2019,3000,6000,4500.0,Pomegranate,Pomegranate,Pomegranate,Pomegranate,Pomegranate
Haryana,Faridabad,Faridabad,Potato,Other,04/03/2019,500,600,550.0,Potato,Potato,Potato,Potato,Potato
Haryana,Faridabad,Faridabad,Raddish,Other,04/03/2019,800,1000,900.0,Raddish,Raddish,Raddish,Raddish,Raddish
Haryana,Faridabad,Faridabad,Tomato,Other,04/03/2019,1500,2000,1750.0,Tomato,Tomato,Tomato,Tomato,Tomato
Haryana,Gurgaon,Pataudi,Banana,Other,04/03/2019,3000,3000,3000.0,Banana,Banana,Banana,Banana,Banana
Haryana,Gurgaon,Pataudi,Bottle gourd,Other,04/03/2019,2700,2700,2700.0,Bottle gourd,Bottle gourd,Bottle gourd,Bottle gourd,Bottle gourd
Haryana,Gurgaon,Pataudi,Cabbage,Other,04/03/2019,500,600,550.0,Cabbage,Cabbage,Cabbage,Cabbage,Cabbage
Haryana,Gurgaon,Pataudi,Carrot,Other,04/03/2019,300,500,400.0,Carrot,Carrot,Carrot,Carrot,Carrot
Haryana,Gurgaon,Pataudi,Cauliflower,Other,04/03/2019,1400,1500,1450.0,Cauliflower,Cauliflower,Cauliflower,Cauliflower,Cauliflower
Haryana,Gurgaon,Pataudi,Cucumbar(Kheera),Other,04/03/2019,1400,1400,1400.0,Cucumbar(Kheera),Cucumbar(Kheera),Cucumbar(Kheera),Cucumbar(Kheera),Cucumbar(Kheera)
Haryana,Gurgaon,Pataudi,Grapes,Other,04/03/2019,3000,4000,3500.0,Grapes,Grapes,Grapes,Grapes,Grapes
Haryana,Gurgaon,Pataudi,Onion,Other,04/03/2019,800,1200,1000.0,Onion,Onion,Onion,Onion,Onion
Haryana,Gurgaon,Pataudi,Orange,Other,04/03/2019,1400,3000,2200.0,Orange,Orange,Orange,Orange,Orange
Haryana,Gurgaon,Pataudi,Papaya,Other,04/03/2019,1500,1800,1650.0,Papaya,Papaya,Papaya,Papaya,Papaya
Haryana,Gurgaon,Pataudi,Peas Wet,Other,04/03/2019,1000,2000,1500.0,Peas Wet,Peas Wet,Peas Wet,Peas Wet,Peas Wet
Haryana,Gurgaon,Pataudi,Pomegranate,Other,04/03/2019,3500,5000,4250.0,Pomegranate,Pomegranate,Pomegranate,Pomegranate,Pomegranate
Haryana,Gurgaon,Pataudi,Potato,Other,04/03/2019,600,700,650.0,Potato,Potato,Potato,Potato,Potato
Haryana,Gurgaon,Pataudi,Raddish,Other,04/03/2019,500,1000,750.0,Raddish,Raddish,Raddish,Raddish,Raddish
Haryana,Gurgaon,Pataudi,Spinach,Other,04/03/2019,500,1000,750.0,Spinach,Spinach,Spinach,Spinach,Spinach
Haryana,Gurgaon,Pataudi,Tinda,Other,04/03/2019,1500,1600,1550.0,Tinda,Tinda,Tinda,Tinda,Tinda
Haryana,Gurgaon,Pataudi,Tomato,Other,04/03/2019,1200,1800,1500.0,Tomato,Tomato,Tomato,Tomato,Tomato
Haryana,Kurukshetra,Pipli,Potato,Badshah,04/03/2019,100,400,296.0,Potato,Potato,Potato,Potato,Potato
Haryana,Mewat,Taura,Apple,Other,04/03/2019,8000,8000,8000.0,Apple,Apple,Apple,Apple,Apple
Haryana,Mewat,Taura,Banana,Other,04/03/2019,2000,2000,2000.0,Banana,Banana,Banana,Banana,Banana
Haryana,Mewat,Taura,Ber(Zizyphus/Borehannu),Other,04/03/2019,1200,1300,1300.0,Ber(Zizyphus/Borehannu),Ber(Zizyphus/Borehannu),Ber(Zizyphus/Borehannu),Ber(Zizyphus/Borehannu),Ber(Zizyphus/Borehannu)
Haryana,Mewat,Taura,Bhindi(Ladies Finger),Bhindi,04/03/2019,6000,6000,6000.0,Bhindi(Ladies Finger),Bhindi(Ladies Finger),Bhindi(Ladies Finger),Bhindi(Ladies Finger),Bhindi(Ladies Finger)
Haryana,Mewat,Taura,Carrot,Carrot,04/03/2019,600,700,700.0,Carrot,Carrot,Carrot,Carrot,Carrot
Haryana,Mewat,Taura,Chikoos(Sapota),Other,04/03/2019,3000,3500,3500.0,Chikoos(Sapota),Chikoos(Sapota),Chikoos(Sapota),Chikoos(Sapota),Chikoos(Sapota)
Haryana,Mewat,Taura,Cucumbar(Kheera),Other,04/03/2019,3000,3000,3000.0,Cucumbar(Kheera),Cucumbar(Kheera),Cucumbar(Kheera),Cucumbar(Kheera),Cucumbar(Kheera)
Haryana,Mewat,Taura,Ginger(Green),Other,04/03/2019,9000,9000,9000.0,Ginger(Green),Ginger(Green),Ginger(Green),Ginger(Green),Ginger(Green)
Haryana,Mewat,Taura,Grapes,Other,04/03/2019,3000,3000,3000.0,Grapes,Grapes,Grapes,Grapes,Grapes
Haryana,Mewat,Taura,Kinnow,Other,04/03/2019,1500,1500,1500.0,Kinnow,Kinnow,Kinnow,Kinnow,Kinnow
Haryana,Mewat,Taura,Orange,Other,04/03/2019,3000,3000,3000.0,Orange,Orange,Orange,Orange,Orange
Haryana,Mewat,Taura,Pomegranate,Other,04/03/2019,5000,5000,5000.0,Pomegranate,Pomegranate,Pomegranate,Pomegranate,Pomegranate
Haryana,Mewat,Taura,Potato,Potato,04/03/2019,700,700,700.0,Potato,Potato,Potato,Potato,Potato
Haryana,Mewat,Taura,Raddish,Other,04/03/2019,800,800,800.0,Raddish,Raddish,Raddish,Raddish,Raddish
Haryana,Mewat,Taura,Tomato,Tomato,04/03/2019,1500,1500,1500.0,Tomato,Tomato,Tomato,Tomato,Tomato
Haryana,Panipat,Madlauda,Cauliflower,Cauliflower,04/03/2019,800,800,800.0,Cauliflower,Cauliflower,Cauliflower,Cauliflower,Cauliflower
Haryana,Panipat,Madlauda,Onion,Other,04/03/2019,1500,1500,1500.0,Onion,Onion,Onion,Onion,Onion
Haryana,Panipat,Madlauda,Potato,Other,04/03/2019,1000,1000,1000.0,Potato,Potato,Potato,Potato,Potato
Haryana,Panipat,Madlauda,Tomato,Other,04/03/2019,1500,1500,1500.0,Tomato,Tomato,Tomato,Tomato,Tomato
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Apple,Apple,04/03/2019,7000,7500,7500.0,Apple,Apple,Apple,Apple,Apple
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Bottle gourd,Bottle Gourd,04/03/2019,2600,3000,2800.0,Bottle gourd,Bottle gourd,Bottle gourd,Bottle gourd,Bottle gourd
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Brinjal,Brinjal,04/03/2019,2400,2600,2500.0,Brinjal,Brinjal,Brinjal,Brinjal,Brinjal
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Cabbage,Cabbage,04/03/2019,700,900,800.0,Cabbage,Cabbage,Cabbage,Cabbage,Cabbage
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Capsicum,Capsicum,04/03/2019,4500,5000,4800.0,Capsicum,Capsicum,Capsicum,Capsicum,Capsicum
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Carrot,Carrot,04/03/2019,900,1000,1000.0,Carrot,Carrot,Carrot,Carrot,Carrot
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Cauliflower,Cauliflower,04/03/2019,900,1100,1000.0,Cauliflower,Cauliflower,Cauliflower,Cauliflower,Cauliflower
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Coriander(Leaves),Coriander,04/03/2019,2500,2500,2500.0,Coriander(Leaves),Coriander(Leaves),Coriander(Leaves),Coriander(Leaves),Coriander(Leaves)
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Kinnow,Kinnow,04/03/2019,2000,2400,2200.0,Kinnow,Kinnow,Kinnow,Kinnow,Kinnow
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Peas Wet,Peas Wet,04/03/2019,1700,1800,1800.0,Peas Wet,Peas Wet,Peas Wet,Peas Wet,Peas Wet
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Pomegranate,Other,04/03/2019,7500,7500,7500.0,Pomegranate,Pomegranate,Pomegranate,Pomegranate,Pomegranate
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Potato,Potato,04/03/2019,700,800,800.0,Potato,Potato,Potato,Potato,Potato
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Raddish,Raddish,04/03/2019,0,700,600.0,Raddish,Raddish,Raddish,Raddish,Raddish
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Spinach,Other,04/03/2019,1400,0,1500.0,Spinach,Spinach,Spinach,Spinach,Spinach
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Tomato,Tomato,04/03/2019,1800,2200,2000.0,Tomato,Tomato,Tomato,Tomato,Tomato
Himachal Pradesh,Kangra,Kangra(Jassour),Apple,Other,04/03/2019,4000,6000,5000.0,Apple,Apple,Apple,Apple,Apple
Himachal Pradesh,Kangra,Kangra(Jassour),Banana,Other,04/03/2019,2300,2500,2400.0,Banana,Banana,Banana,Banana,Banana
Himachal Pradesh,Kangra,Kangra(Jassour),Bhindi(Ladies Finger),Other,04/03/2019,4000,4500,4250.0,Bhindi(Ladies Finger),Bhindi(Ladies Finger),Bhindi(Ladies Finger),Bhindi(Ladies Finger),Bhindi(Ladies Finger)
Himachal Pradesh,Kangra,Kangra(Jassour),Bottle gourd,Other,04/03/2019,2000,2500,2250.0,Bottle gourd,Bottle gourd,Bottle gourd,Bottle gourd,Bottle gourd
Himachal Pradesh,Kangra,Kangra(Jassour),Brinjal,Other,04/03/2019,1200,1500,1350.0,Brinjal,Brinjal,Brinjal,Brinjal,Brinjal
Himachal Pradesh,Kangra,Kangra(Jassour),Cabbage,Other,04/03/2019,400,500,450.0,Cabbage,Cabbage,Cabbage,Cabbage,Cabbage
Himachal Pradesh,Kangra,Kangra(Jassour),Capsicum,Other,04/03/2019,4000,4500,4250.0,Capsicum,Capsicum,Capsicum,Capsicum,Capsicum
Himachal Pradesh,Kangra,Kangra(Jassour),Carrot,Other,04/03/2019,600,700,650.0,Carrot,Carrot,Carrot,Carrot,Carrot
Himachal Pradesh,Kangra,Kangra(Jassour),Cauliflower,Other,04/03/2019,1200,1500,1350.0,Cauliflower,Cauliflower,Cauliflower,Cauliflower,Cauliflower
Himachal Pradesh,Kangra,Kangra(Jassour),Coriander(Leaves),Other,04/03/2019,1200,1500,1350.0,Coriander(Leaves),Coriander(Leaves),Coriander(Leaves),Coriander(Leaves),Coriander(Leaves)
Himachal Pradesh,Kangra,Kangra(Jassour),French Beans (Frasbean),Other,04/03/2019,3800,4000,3900.0,French Beans (Frasbean),French Beans (Frasbean),French Beans (Frasbean),French Beans (Frasbean),French Beans (Frasbean)
Himachal Pradesh,Kangra,Kangra(Jassour),Ginger(Green),Other,04/03/2019,8500,9000,8750.0,Ginger(Green),Ginger(Green),Ginger(Green),Ginger(Green),Ginger(Green)
Himachal Pradesh,Kangra,Kangra(Jassour),Grapes,Other,04/03/2019,4000,5000,4250.0,Grapes,Grapes,Grapes,Grapes,Grapes
Himachal Pradesh,Kangra,Kangra(Jassour),Green Chilli,Other,04/03/2019,6000,6500,6250.0,Green Chilli,Green Chilli,Green Chilli,Green Chilli,Green Chilli
Himachal Pradesh,Kangra,Kangra(Jassour),Kinnow,Other,04/03/2019,1500,1700,1600.0,Kinnow,Kinnow,Kinnow,Kinnow,Kinnow
Himachal Pradesh,Kangra,Kangra(Jassour),Lemon,Other,04/03/2019,3800,4000,3900.0,Lemon,Lemon,Lemon,Lemon,Lemon
Himachal Pradesh,Kangra,Kangra(Jassour),Mashrooms,Other,04/03/2019,9000,10000,9500.0,Mashrooms,Mashrooms,Mashrooms,Mashrooms,Mashrooms
Himachal Pradesh,Kangra,Kangra(Jassour),Methi(Leaves),Other,04/03/2019,900,1000,950.0,Methi(Leaves),Methi(Leaves),Methi(Leaves),Methi(Leaves),Methi(Leaves)
Himachal Pradesh,Kangra,Kangra(Jassour),Mousambi(Sweet Lime),Other,04/03/2019,3500,4000,3750.0,Mousambi(Sweet Lime),Mousambi(Sweet Lime),Mousambi(Sweet Lime),Mousambi(Sweet Lime),Mousambi(Sweet Lime)
Himachal Pradesh,Kangra,Kangra(Jassour),Onion,Other,04/03/2019,700,800,750.0,Onion,Onion,Onion,Onion,Onion
Himachal Pradesh,Kangra,Kangra(Jassour),Orange,Other,04/03/2019,3000,3500,3250.0,Orange,Orange,Orange,Orange,Orange
Himachal Pradesh,Kangra,Kangra(Jassour),Papaya,Other,04/03/2019,2000,2500,2250.0,Papaya,Papaya,Papaya,Papaya,Papaya
Himachal Pradesh,Kangra,Kangra(Jassour),Peas cod,Other,04/03/2019,1600,1700,1650.0,Peas cod,Peas cod,Peas cod,Peas cod,Peas cod
Himachal Pradesh,Kangra,Kangra(Jassour),Pineapple,Other,04/03/2019,2000,2500,2250.0,Pineapple,Pineapple,Pineapple,Pineapple,Pineapple
Himachal Pradesh,Kangra,Kangra(Jassour),Pomegranate,Other,04/03/2019,4000,4500,4250.0,Pomegranate,Pomegranate,Pomegranate,Pomegranate,Pomegranate
Himachal Pradesh,Kangra,Kangra(Jassour),Potato,Other,04/03/2019,700,800,750.0,Potato,Potato,Potato,Potato,Potato
Himachal Pradesh,Kangra,Kangra(Jassour),Raddish,Other,04/03/2019,500,600,550.0,Raddish,Raddish,Raddish,Raddish,Raddish
Himachal Pradesh,Kangra,Kangra(Jassour),Spinach,Other,04/03/2019,900,1000,950.0,Spinach,Spinach,Spinach,Spinach,Spinach
Himachal Pradesh,Kangra,Kangra(Jassour),Tomato,Other,04/03/2019,2200,2500,2350.0,Tomato,Tomato,Tomato,Tomato,Tomato
Himachal Pradesh,Kangra,Palampur,Apple,Apple,04/03/2019,7500,8000,8000.0,Apple,Apple,Apple,Apple,Apple
Himachal Pradesh,Kangra,Palampur,Ber(Zizyphus/Borehannu),Other,04/03/2019,2400,2500,2500.0,Ber(Zizyphus/Borehannu),Ber(Zizyphus/Borehannu),Ber(Zizyphus/Borehannu),Ber(Zizyphus/Borehannu),Ber(Zizyphus/Borehannu)
Himachal Pradesh,Kangra,Palampur,Bhindi(Ladies Finger),Other,04/03/2019,6000,6500,6500.0,Bhindi(Ladies Finger),Bhindi(Ladies Finger),Bhindi(Ladies Finger),Bhindi(Ladies Finger),Bhindi(Ladies Finger)
